@relation output_data

@attribute letter_0 numeric
@attribute letter_1 numeric
@attribute letter_2 numeric
@attribute letter_3 numeric
@attribute letter_4 numeric
@attribute letter_5 numeric
@attribute letter_6 numeric
@attribute letter_7 numeric
@attribute letter_8 numeric
@attribute letter_9 numeric
@attribute letter_10 numeric
@attribute letter_11 numeric
@attribute letter_12 numeric
@attribute letter_13 numeric
@attribute letter_14 numeric
@attribute letter_15 numeric
@attribute letter_16 numeric
@attribute letter_17 numeric
@attribute letter_18 numeric
@attribute letter_19 numeric
@attribute letter_20 numeric
@attribute letter_21 numeric
@attribute letter_22 numeric
@attribute letter_23 numeric
@attribute letter_24 numeric
@attribute class {A,B,C,C2,D,E,F,G,H,I,J,K,L,M,N,O,P,R,S,S1,T,U,V,Z,Z1}

@data
0,0,0,0,0,0,0,29,2,0,0,3,148,11,0,0,0,62,1,0,0,0,0,0,0,J
0,0,0,0,0,0,0,11,17,0,0,0,28,130,0,0,0,42,18,0,0,0,0,0,0,J
0,0,0,0,0,0,0,23,1,0,0,0,23,114,0,0,0,53,20,0,0,0,0,0,0,J
0,0,0,0,0,0,0,8,39,0,0,0,29,145,0,0,0,36,30,0,0,0,0,0,0,J
0,0,0,0,0,0,0,29,1,0,0,3,135,36,0,0,2,90,6,0,0,0,0,0,0,J
0,0,0,0,0,0,0,16,0,0,0,15,142,0,0,0,9,66,0,0,0,0,0,0,0,J
0,0,0,0,0,0,0,8,1,0,0,0,118,50,0,0,0,56,4,0,0,0,0,0,0,J
0,0,0,0,0,0,0,13,1,0,0,0,46,82,0,0,0,90,11,0,0,0,0,0,0,J
0,0,0,0,0,0,0,3,21,0,0,0,97,45,0,0,0,100,9,0,0,0,0,0,0,J
0,0,0,0,0,0,0,4,7,0,0,0,105,45,0,0,0,106,2,0,0,0,0,0,0,J
0,0,0,0,0,0,0,26,4,0,0,0,111,49,0,0,0,62,1,0,0,0,0,0,0,J
0,0,15,0,0,0,0,11,36,0,0,0,69,126,0,0,0,47,11,0,0,0,0,0,0,J
0,0,0,0,0,0,0,68,55,0,0,0,52,119,0,0,0,30,8,0,0,0,0,0,0,J
0,0,0,0,0,0,0,26,4,0,0,0,197,30,0,0,0,2,0,0,0,0,0,0,0,J
0,0,0,0,0,0,0,26,5,0,0,0,94,38,0,0,1,118,11,0,0,0,0,0,0,J
0,0,0,0,0,0,0,18,41,0,0,0,20,140,0,0,0,34,27,0,0,0,0,0,0,J
0,0,0,0,0,0,0,6,2,0,0,0,113,10,0,0,0,128,4,0,0,0,0,0,0,J
0,0,0,0,0,0,0,0,0,0,0,0,73,28,0,0,0,165,18,0,0,0,0,0,0,J
0,0,0,0,0,0,0,30,3,0,0,0,118,20,0,0,0,125,7,0,0,0,0,0,0,J
0,0,0,0,0,0,0,46,0,0,0,0,143,24,0,0,0,123,26,0,0,0,0,0,0,J
0,0,0,0,0,0,0,15,1,0,0,0,152,7,0,0,0,54,18,0,0,0,0,0,0,J
0,0,0,0,0,0,0,0,0,0,0,0,122,26,0,0,0,122,13,0,0,0,0,0,0,J
0,0,0,0,0,0,0,3,0,0,0,1,129,4,0,0,1,76,1,0,0,0,0,0,0,J
0,0,0,0,0,0,0,21,10,0,0,0,147,50,0,0,0,78,5,0,0,0,0,0,0,J
0,0,0,0,0,0,0,39,22,0,0,11,167,96,0,0,0,18,1,0,0,0,0,0,0,J
0,0,0,0,0,0,0,14,8,0,0,5,129,19,0,0,51,125,4,0,0,0,0,0,0,J
0,0,0,0,0,0,0,5,3,0,0,0,76,80,0,0,0,84,18,0,0,0,0,0,0,J
0,0,0,0,0,0,0,21,2,0,0,0,124,21,0,0,0,80,1,0,0,0,0,0,0,J
0,0,0,0,0,0,0,3,2,0,0,0,63,90,0,10,0,113,40,0,0,0,0,0,0,J
0,0,0,0,0,0,0,38,11,0,0,0,78,50,0,0,0,115,16,0,0,0,0,0,0,J
0,0,0,0,0,0,0,10,33,0,0,0,165,17,0,0,0,65,23,0,0,0,0,0,0,J
0,0,0,0,0,0,0,2,12,0,0,0,155,34,0,0,0,143,13,0,0,0,0,0,0,J
0,0,0,0,0,0,0,16,0,0,0,2,144,12,0,0,4,82,1,0,0,0,0,0,0,J
0,0,0,0,0,0,0,14,10,0,0,0,170,11,0,0,0,79,19,0,0,0,0,0,0,J
0,0,0,0,0,0,0,13,13,0,0,0,13,122,0,0,0,46,44,0,0,0,0,0,0,J
0,0,0,0,0,0,0,15,5,0,0,0,102,77,0,0,0,56,1,0,0,0,0,0,0,J
0,0,0,0,0,0,0,8,0,0,0,0,106,10,0,0,0,155,51,0,0,0,13,2,0,J
0,0,0,0,0,0,0,7,8,0,0,0,114,6,0,0,0,158,14,0,0,0,0,0,0,J
0,0,0,0,0,0,0,2,2,0,0,0,19,94,0,0,0,95,83,0,0,0,0,0,0,J
0,0,0,0,0,0,0,7,1,0,0,0,89,11,0,0,0,169,19,0,0,0,0,0,0,J
0,0,0,0,0,0,0,5,1,0,0,0,104,9,0,0,0,119,9,0,0,0,0,0,0,J
0,0,0,0,0,0,0,11,1,0,0,0,105,72,0,0,0,66,12,0,0,0,0,0,0,J
0,0,0,0,0,0,0,3,0,0,0,3,120,4,0,0,9,157,5,0,0,0,0,0,0,J
0,0,0,0,0,0,0,13,9,0,0,0,171,23,0,0,0,128,12,0,0,0,0,0,0,J
0,0,0,0,0,0,0,9,2,0,0,0,128,57,0,0,4,109,53,0,0,0,0,0,0,J
0,0,0,0,0,0,0,5,1,0,0,0,117,18,0,0,0,126,7,0,0,0,0,0,0,J
0,0,0,0,0,0,0,0,0,0,0,0,35,88,0,0,0,78,70,0,0,0,0,0,0,J
0,0,0,0,0,0,0,0,0,0,0,0,89,22,0,0,0,152,10,0,0,0,0,0,0,J
0,0,0,0,0,0,0,20,8,0,0,0,7,119,0,0,0,72,108,0,0,0,0,0,0,J
0,19,13,0,0,0,7,4,2,0,0,0,14,101,0,0,0,93,58,0,0,0,0,0,0,J
3,6,0,0,0,0,0,2,6,0,0,0,4,97,0,0,0,103,62,0,0,0,0,0,0,J
0,0,0,0,0,0,0,6,2,0,0,0,104,24,0,0,0,162,1,0,0,0,0,0,0,J
0,0,0,0,0,0,0,12,1,0,0,0,122,29,0,0,0,132,16,0,0,0,0,0,0,J
0,0,0,0,0,0,0,8,2,0,0,0,60,78,0,0,0,122,26,0,0,0,0,0,0,J
0,0,0,0,0,0,0,13,6,13,0,0,110,70,0,0,0,138,35,0,0,0,0,0,0,J
0,0,0,0,0,8,0,9,0,0,24,0,122,42,0,0,0,132,2,0,0,0,0,0,0,J
0,0,0,0,0,0,0,0,0,0,0,0,8,73,0,0,0,85,75,0,0,0,0,0,0,J
0,0,0,0,0,0,0,5,3,0,0,0,98,18,0,0,0,136,13,0,0,0,0,0,0,J
0,0,0,0,0,0,0,15,1,0,0,0,118,7,0,0,0,147,7,0,0,0,0,0,0,J
0,0,0,0,0,0,0,3,5,0,0,0,16,99,0,0,0,68,90,0,0,0,6,0,0,J
0,0,0,0,0,0,0,2,1,0,0,0,40,78,0,0,0,125,24,0,0,0,0,0,0,J
0,0,0,0,0,0,0,12,11,0,0,0,146,7,0,0,0,155,29,0,0,0,0,0,0,J
0,0,0,0,0,0,0,20,16,0,0,0,51,96,0,0,0,146,5,0,0,0,0,0,0,J
0,0,0,0,0,0,0,2,6,2,0,0,17,130,3,0,0,53,46,0,0,0,0,0,0,J
0,0,0,0,0,0,0,7,2,0,0,0,99,7,0,0,0,144,19,0,0,0,3,3,0,J
0,0,0,0,0,0,0,7,0,0,0,0,111,44,0,0,13,155,15,0,0,0,0,0,0,J
0,0,0,0,4,0,0,11,1,0,0,0,164,45,0,0,0,224,67,0,0,0,3,0,0,K
0,0,4,0,32,0,0,10,0,0,0,0,163,31,0,0,0,136,47,0,0,0,0,0,0,K
0,0,4,0,0,0,0,0,0,0,0,0,102,51,0,0,0,182,59,0,0,0,2,0,0,K
0,0,0,0,32,0,0,7,0,0,0,0,169,33,0,0,0,163,63,0,0,0,0,0,0,K
0,0,0,0,0,0,0,8,0,0,0,2,163,30,0,6,32,146,28,0,0,0,0,0,0,K
0,0,0,4,0,0,0,18,12,0,0,40,179,20,0,0,4,159,26,0,0,0,0,0,0,K
0,0,0,0,0,0,0,18,23,0,0,0,158,53,0,0,0,89,65,0,0,0,0,0,0,K
0,0,0,2,0,0,0,48,6,0,0,8,203,3,0,0,0,126,28,0,0,0,0,0,0,K
0,0,0,0,0,0,0,3,0,0,0,5,215,15,0,0,0,63,53,0,0,0,0,0,0,K
0,6,0,0,0,0,0,20,7,0,0,0,173,40,0,0,0,65,59,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,3,117,24,0,0,0,179,44,0,0,0,2,1,0,K
0,0,2,0,3,0,0,0,0,0,0,30,127,2,0,0,20,200,41,0,0,0,0,11,0,K
0,0,0,0,0,0,0,0,0,0,0,2,73,2,0,0,9,254,37,0,0,0,3,6,0,K
0,0,0,0,0,0,0,0,0,0,0,0,104,4,0,0,0,222,35,0,0,0,4,14,0,K
0,0,0,0,0,0,0,0,0,0,0,6,133,3,0,0,0,165,27,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,31,111,13,0,0,75,235,10,0,0,2,3,0,0,K
0,0,3,1,0,0,0,0,0,0,0,14,164,39,0,0,9,165,20,0,0,2,1,0,0,K
0,2,0,0,0,0,0,0,0,0,0,36,140,6,0,0,40,200,21,0,0,0,4,5,0,K
0,0,0,0,0,0,0,0,0,0,0,8,117,5,0,0,14,224,20,0,0,0,1,10,0,K
0,2,1,0,0,0,0,0,0,0,0,45,84,15,0,0,19,193,39,0,0,0,5,5,0,K
0,0,0,0,0,0,0,0,0,0,0,4,58,55,0,0,5,224,44,0,0,0,3,3,0,K
0,0,0,0,0,0,0,0,0,0,0,0,96,10,0,0,0,210,35,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,2,81,3,0,0,11,217,35,0,0,0,3,0,0,K
0,0,0,0,0,0,13,5,0,0,0,0,106,16,0,0,8,237,28,0,0,0,13,10,0,K
0,0,0,0,0,0,0,0,0,0,0,2,63,3,0,0,19,237,25,0,0,0,14,16,0,K
0,0,0,0,0,0,0,0,0,0,0,17,86,28,0,0,0,239,34,0,0,0,3,39,0,K
0,0,0,0,0,0,0,0,0,0,0,15,115,4,0,0,4,195,23,0,0,0,0,16,0,K
0,0,0,0,0,0,0,0,0,0,0,0,98,20,0,0,0,192,36,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,103,9,0,0,0,169,45,0,0,0,16,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,114,21,0,0,0,175,50,0,0,0,0,0,0,K
0,18,29,17,8,0,0,0,0,0,0,0,93,44,6,0,0,179,60,0,0,0,0,0,0,K
1,11,11,13,0,0,0,0,0,0,0,0,113,6,0,0,0,162,38,0,0,0,0,0,0,K
0,8,0,0,0,0,0,0,0,0,0,0,86,30,0,0,0,208,42,0,0,0,0,8,0,K
8,20,3,21,5,0,0,0,0,0,0,0,139,21,0,0,0,206,45,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,3,115,11,0,0,8,180,27,11,0,0,0,0,0,K
1,7,8,0,0,0,0,0,0,0,0,25,129,15,0,0,51,223,26,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,18,126,5,0,0,13,186,34,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,16,129,12,0,0,47,190,28,0,0,0,0,0,0,K
0,0,0,0,0,31,1,0,0,0,0,8,154,6,0,0,5,153,36,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,128,56,0,0,0,104,85,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,22,152,5,0,0,10,204,14,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,8,122,26,0,0,40,196,15,0,0,0,9,0,0,K
0,0,0,0,0,0,0,0,0,0,0,4,149,13,0,0,0,139,31,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,42,171,27,0,0,0,163,14,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,11,164,2,0,0,14,176,19,0,0,6,4,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,174,4,0,0,0,160,18,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,2,141,19,0,0,0,155,51,0,0,0,0,10,0,K
0,0,0,0,0,0,0,0,0,0,0,0,155,3,0,0,10,144,40,0,0,6,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,145,5,0,0,0,130,43,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,134,29,0,0,0,162,54,0,0,0,0,0,0,K
0,0,0,0,8,0,0,0,0,0,0,18,132,3,0,0,5,194,26,0,0,0,0,0,0,K
0,8,0,0,0,0,0,0,0,0,0,30,114,22,0,0,33,215,17,0,0,0,8,0,0,K
4,8,0,0,0,0,0,0,0,0,0,0,73,13,0,0,0,216,50,0,0,0,25,9,0,K
0,0,0,0,0,0,0,0,0,0,0,2,126,0,0,0,24,235,7,0,0,7,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,131,22,0,0,6,151,40,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,124,3,0,0,0,156,56,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,78,12,0,0,4,179,56,0,0,0,12,8,0,K
0,0,0,0,0,0,0,3,0,0,0,0,165,12,0,0,0,135,30,0,0,0,0,0,0,K
0,0,0,0,0,0,0,8,0,0,0,9,148,2,0,0,11,154,21,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,97,42,0,0,0,120,84,0,0,0,0,0,0,K
4,0,0,0,0,0,0,8,0,0,0,0,142,13,0,0,0,180,63,0,0,0,0,6,0,K
0,6,10,0,8,0,0,0,0,0,0,0,97,23,0,0,0,204,49,0,0,0,4,21,0,K
0,2,6,0,0,0,0,0,0,0,0,0,80,32,0,0,4,151,69,0,0,0,8,0,0,K
0,9,2,14,0,0,0,0,0,0,0,0,95,23,0,0,0,152,61,0,0,0,0,0,0,K
0,0,0,4,12,0,0,0,0,0,0,0,132,26,0,0,0,119,40,0,0,0,0,0,0,K
0,0,0,8,5,0,0,0,0,0,0,38,142,29,0,0,21,181,33,0,0,0,0,0,0,K
0,8,7,1,8,0,0,0,0,0,0,0,131,7,0,0,0,137,48,0,0,0,0,0,0,K
0,0,14,8,12,0,0,0,0,0,0,0,141,6,0,0,0,146,31,0,0,0,0,0,0,K
0,0,0,8,0,0,0,0,0,0,0,14,138,2,0,0,25,222,19,0,0,2,6,0,0,K
0,8,8,0,8,0,0,13,0,0,0,0,129,34,0,0,0,144,67,0,0,0,14,0,0,K
5,3,8,0,0,0,0,0,0,0,0,11,136,7,0,0,0,218,29,0,0,0,17,0,0,K
0,0,11,5,0,0,0,0,0,0,0,0,166,4,0,0,0,182,15,0,0,0,0,0,0,K
0,16,0,0,13,0,0,0,0,0,0,0,116,3,0,0,4,187,37,0,0,2,1,0,0,K
0,0,8,0,0,0,0,0,0,0,0,0,106,22,0,0,0,188,43,0,0,0,12,7,0,K
3,0,8,0,0,0,0,0,0,0,0,16,141,8,0,0,13,171,17,0,0,0,0,0,0,K
0,0,4,0,2,0,0,0,0,0,0,28,164,15,0,0,28,187,6,0,0,0,8,0,0,K
5,3,8,0,0,0,0,1,0,0,0,15,188,8,0,0,6,140,19,0,0,0,0,0,0,K
0,8,0,8,0,0,0,14,0,0,0,16,179,9,0,0,44,153,29,0,0,0,0,0,0,K
0,0,0,4,4,0,0,32,0,0,0,0,101,59,0,0,0,133,61,0,0,0,8,0,0,K
0,6,0,0,0,0,0,0,0,0,0,0,133,25,0,0,0,130,56,0,0,0,0,0,0,K
0,5,0,0,0,0,0,0,0,0,0,0,87,34,0,0,0,165,44,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,120,2,0,0,14,210,18,0,0,2,5,3,0,K
0,0,0,0,4,0,0,0,0,0,0,3,131,10,0,0,3,193,24,0,0,0,1,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,138,12,0,0,0,156,52,0,0,0,8,8,0,K
0,0,0,0,0,0,0,0,0,0,0,8,153,15,0,0,6,152,29,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,134,6,0,0,0,185,40,0,0,0,0,0,0,K
0,0,0,2,0,0,0,0,0,0,0,8,183,26,0,0,2,218,32,0,0,0,0,0,0,K
0,0,4,0,0,0,0,0,0,0,0,0,122,4,0,0,45,219,40,0,0,0,0,0,0,K
0,0,0,0,2,0,0,0,0,0,0,10,109,3,0,0,12,194,5,0,0,0,0,0,0,K
0,0,0,0,6,0,0,0,0,0,0,0,70,59,0,0,0,217,64,0,0,0,5,0,0,K
2,5,4,18,14,0,0,0,0,0,0,0,69,17,0,0,0,288,49,0,0,0,8,3,0,K
1,5,9,10,11,0,0,0,0,0,0,0,98,3,0,0,0,195,51,0,0,0,7,5,0,K
3,23,6,29,12,0,0,0,0,0,0,0,156,7,0,0,0,156,53,0,0,0,0,0,0,K
2,11,9,15,8,0,0,0,0,0,0,0,144,16,0,0,0,210,31,0,0,0,3,0,0,K
2,7,3,3,6,0,0,0,0,0,0,0,126,11,0,0,0,147,35,0,0,0,0,0,0,K
0,8,6,13,8,0,5,44,0,7,0,19,196,3,0,0,16,147,35,0,0,0,0,0,0,K
0,0,0,0,0,0,4,6,12,0,0,14,230,8,0,0,6,85,47,0,0,0,0,0,0,K
0,0,0,0,0,0,0,42,6,0,0,0,225,7,0,0,0,69,34,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,151,13,0,0,0,137,37,0,0,0,0,0,0,K
0,0,0,0,0,0,0,0,0,0,0,0,97,67,0,0,0,94,83,0,0,0,0,0,0,K
0,0,0,0,0,0,0,6,2,0,0,0,88,0,0,0,0,111,27,0,0,0,0,0,0,L
0,0,0,0,0,0,0,3,0,0,0,0,98,17,0,0,0,98,51,0,0,0,0,0,0,L
0,0,0,0,0,0,0,1,0,0,0,0,70,0,0,0,0,122,40,0,0,0,0,0,0,L
0,0,0,0,0,0,0,1,0,0,0,0,70,0,0,0,0,103,33,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,0,141,35,0,0,0,0,0,0,L
0,0,0,0,0,0,0,7,0,0,0,0,87,0,0,9,9,125,38,0,0,0,0,0,0,L
0,0,0,0,0,0,0,3,0,4,0,0,77,0,0,0,0,109,39,0,0,0,0,0,0,L
0,0,0,0,0,0,0,7,0,0,0,0,86,14,0,0,0,74,59,0,0,0,0,0,0,L
0,0,0,0,0,16,0,9,0,0,0,0,76,9,0,0,0,84,50,0,0,0,0,0,0,L
0,0,0,0,0,0,0,12,0,0,0,0,81,6,0,0,0,73,33,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,0,100,33,0,0,0,0,0,0,L
0,0,0,0,0,0,0,6,0,0,0,0,87,1,0,0,8,116,8,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,101,13,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,9,86,0,0,0,1,125,23,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,123,38,0,0,0,3,0,0,L
0,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,9,149,21,0,0,0,0,0,0,L
0,0,0,0,0,0,0,6,0,0,0,0,79,0,0,0,0,97,59,0,0,0,0,0,0,L
0,0,0,0,0,0,0,10,0,0,0,0,85,1,0,0,0,113,34,0,0,0,0,0,0,L
0,0,0,0,0,0,0,2,1,0,7,0,102,13,0,0,0,47,92,25,0,0,0,0,0,L
0,0,0,0,0,12,0,9,16,0,15,0,99,48,0,4,0,72,83,3,0,0,0,0,0,L
0,0,0,0,0,0,0,4,0,0,0,0,69,0,0,0,0,105,27,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,6,64,0,0,0,0,131,13,0,0,0,0,0,0,L
0,0,0,0,0,0,0,13,0,0,0,0,75,0,0,0,0,103,30,0,0,0,0,0,0,L
0,0,0,0,0,0,0,3,0,0,0,0,107,3,0,0,0,114,53,0,0,0,0,0,0,L
0,0,0,0,0,0,0,8,0,0,0,0,73,11,0,0,0,74,54,0,0,0,0,0,0,L
0,0,0,0,0,0,0,4,0,0,0,11,81,0,0,0,1,137,29,0,0,0,0,0,0,L
0,0,0,0,0,0,0,13,0,0,0,0,88,0,0,0,2,96,21,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,101,45,0,0,0,0,0,0,L
12,0,0,0,0,43,0,13,0,0,12,0,102,0,0,42,0,108,26,0,0,0,0,0,0,L
0,0,0,0,0,0,0,11,0,0,0,0,97,16,0,16,0,73,41,0,0,0,0,0,0,L
0,0,0,0,0,0,0,31,0,0,0,0,98,0,0,0,0,125,34,0,0,0,0,0,0,L
0,0,0,0,0,0,6,11,0,0,0,7,103,0,0,0,6,135,19,0,0,0,0,0,0,L
0,0,0,0,0,0,0,6,0,0,0,16,99,0,0,0,0,143,18,0,0,0,0,0,0,L
0,0,0,0,0,0,18,30,0,0,0,27,103,0,0,0,21,164,20,0,0,0,0,0,0,L
0,0,0,0,0,0,0,1,0,0,0,0,96,0,0,0,0,132,14,0,0,0,0,0,0,L
18,12,0,0,0,0,0,16,0,0,0,0,95,0,0,0,0,110,46,0,0,0,0,0,0,L
0,0,0,0,0,0,5,13,0,0,0,31,122,0,0,0,11,137,10,0,0,0,0,0,0,L
0,0,0,0,0,0,0,7,5,0,0,0,83,39,0,0,0,52,75,0,0,0,0,0,0,L
11,0,0,0,0,17,0,5,4,0,0,0,127,14,0,0,0,86,49,0,8,0,0,0,0,L
4,0,0,0,0,0,0,6,14,0,0,0,99,78,0,2,0,49,85,7,4,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0,129,10,0,0,0,0,0,0,L
0,0,0,0,0,0,2,4,0,0,0,19,93,0,0,0,2,147,18,0,0,0,0,0,0,L
0,0,0,0,0,0,0,16,0,0,0,0,98,0,0,0,0,125,24,0,0,0,0,0,0,L
0,0,0,0,0,0,0,19,0,0,0,4,91,0,0,0,2,155,41,0,0,0,12,35,0,L
0,0,0,0,0,0,0,10,0,0,0,0,97,0,0,0,0,95,23,0,0,0,0,0,0,L
0,9,0,0,0,0,2,14,0,0,0,16,102,24,0,0,3,102,47,0,0,0,0,0,0,L
0,0,0,0,0,0,0,4,0,0,0,0,97,19,0,0,0,96,46,0,0,0,0,0,0,L
0,0,0,0,0,0,0,4,0,0,0,0,78,0,0,0,0,108,41,0,0,0,0,0,0,L
0,0,0,0,0,0,0,7,3,0,0,0,100,3,0,0,0,63,56,0,13,0,0,0,0,L
0,0,0,0,0,0,0,4,19,0,0,0,115,2,0,8,0,61,95,7,4,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,13,71,0,0,0,1,141,7,0,0,0,7,0,0,L
0,4,0,0,0,0,0,0,0,0,0,3,80,0,0,0,34,140,16,0,0,0,0,0,0,L
0,0,0,0,0,0,11,8,0,0,0,32,62,0,0,0,8,127,34,0,0,0,0,0,0,L
0,0,0,0,0,0,0,11,0,0,0,5,108,1,0,0,0,103,25,0,0,0,0,0,0,L
0,0,0,0,0,0,0,2,0,0,0,0,89,0,0,0,0,96,61,0,0,0,2,3,0,L
0,0,0,0,0,0,0,15,0,0,0,0,118,12,0,0,0,80,48,0,0,0,0,0,0,L
0,0,0,0,0,0,0,28,0,0,0,0,94,3,0,0,0,82,36,0,0,0,0,0,0,L
0,0,0,0,0,0,0,16,0,0,0,9,100,4,0,0,0,108,22,0,0,0,0,0,0,L
0,0,0,0,0,8,0,16,0,0,10,0,121,3,0,6,4,111,26,0,0,0,0,0,0,L
0,0,0,0,0,0,0,2,0,0,0,0,104,8,0,4,0,83,26,0,2,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,2,145,1,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,4,88,0,0,0,9,157,7,0,0,0,0,0,0,L
0,0,0,0,0,0,0,3,0,0,0,0,85,0,0,0,37,135,16,0,0,0,0,0,0,L
0,0,0,0,0,0,0,2,7,0,0,0,80,0,0,0,0,109,34,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,117,37,0,0,0,0,0,0,L
0,0,0,0,0,0,0,10,0,0,0,0,96,0,0,0,0,103,33,0,0,0,0,0,0,L
0,0,0,0,7,0,0,0,0,0,0,0,74,0,0,0,0,108,27,0,0,0,0,0,0,L
0,0,0,0,0,0,0,3,0,0,0,0,79,0,0,0,0,114,25,0,0,0,0,0,0,L
0,0,0,0,0,0,0,5,0,0,0,0,96,8,0,0,0,91,37,0,0,0,0,0,0,L
0,0,0,0,0,0,0,18,0,0,2,0,73,6,0,0,0,66,85,2,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,5,77,0,0,0,0,134,4,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,125,18,0,0,0,0,0,0,L
0,0,0,0,0,0,0,16,0,0,0,0,64,0,0,0,0,109,3,0,0,0,0,0,0,L
0,0,0,0,0,0,5,7,0,0,0,9,99,0,0,0,21,111,0,0,0,0,0,0,0,L
0,0,0,0,0,0,0,6,0,0,0,0,86,14,0,0,0,68,13,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,85,3,0,0,0,92,46,0,0,0,0,0,0,L
0,0,0,0,0,0,0,44,0,0,0,0,83,0,0,0,0,85,34,0,0,0,0,0,0,L
0,0,0,0,0,0,0,4,0,0,0,0,85,0,0,0,0,80,38,0,0,0,0,0,0,L
0,0,0,0,0,0,0,31,0,0,0,0,91,0,0,0,0,105,20,0,0,0,0,0,0,L
0,0,0,0,0,18,0,15,0,0,6,0,86,30,0,0,0,47,55,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,144,17,0,0,0,22,13,0,L
0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,111,8,0,0,0,0,0,0,L
0,0,0,0,0,0,5,6,0,0,0,51,78,0,0,0,18,104,7,0,0,0,0,0,0,L
0,0,0,0,0,0,0,9,0,0,0,0,101,0,0,0,0,129,20,0,0,0,0,0,0,L
0,0,0,0,0,0,0,8,0,0,0,0,74,0,0,0,0,136,11,0,0,0,0,0,0,L
0,0,0,0,0,0,0,2,2,0,0,0,101,2,0,0,0,91,30,0,0,0,0,0,0,L
0,0,0,0,0,0,0,2,0,0,0,0,64,0,0,0,0,100,39,0,0,0,0,0,0,L
0,0,0,0,0,0,0,13,15,0,0,0,85,34,0,0,0,61,55,0,0,0,0,0,0,L
0,0,0,0,0,0,0,3,0,4,0,0,108,1,0,0,0,90,8,0,0,0,0,0,0,L
0,0,0,0,0,13,0,6,20,0,8,18,103,19,0,13,0,62,67,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,116,7,0,0,0,1,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,108,19,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,88,16,0,0,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,0,86,3,0,0,0,79,51,0,0,0,0,0,0,L
0,0,0,0,0,0,0,2,0,0,0,0,94,2,0,0,0,63,30,0,0,0,0,0,0,L
